39,77516, Bachelors, White, Male,40, United-States
47,241832, 9th, White, Male,40, El-Salvador
30,124187, HS-grad, Black, Male,60, United-States
34,153614, HS-grad, White, Male,45, United-States
38,267556, HS-grad, White, Male,64, United-States
33,205469, Some-college, White, Male,40, United-States
49,268090, Bachelors, White, Male,26, United-States
47,165039, Some-college, Black, Female,40, United-States
49,120451, 10th, Black, Female,40, United-States
43,154374, Some-college, White, Male,60, United-States
30,103649, Bachelors, Black, Female,40, United-States
58,35723, HS-grad, White, Male,60, United-States
19,262601, HS-grad, White, Female,14, United-States
21,226181, Bachelors, White, Male,40, United-States
33,175697, Bachelors, White, Male,60, United-States
47,248145, 5th-6th, White, Male,50, Cuba
52,289436, Doctorate, White, Male,60, United-States
26,75654, HS-grad, White, Male,55, United-States
60,199378, HS-grad, White, Male,40, United-States
21,160968, Some-college, White, Male,40, United-States
36,188563, Some-college, White, Male,50, United-States
31,55849, Some-college, White, Male,45, United-States
50,195322, Doctorate, White, Male,40, United-States
31,402089, HS-grad, White, Female,40, United-States
71,78277, HS-grad, White, Male,15, United-States
58,158611, HS-grad, White, Male,50, United-States
30,169496, Bachelors, White, Male,40, United-States
20,130959, Some-college, White, Male,20, United-States
24,556660, HS-grad, White, Male,50, United-States
35,292472, Doctorate, Asian-Pac-Islander, Male,40, Taiwan
38,143774, Some-college, White, Female,45, United-States
27,288341, HS-grad, White, Female,32, United-States
29,71592, Some-college, Asian-Pac-Islander, Female,40, Philippines
70,167358, 9th, White, Female,15, United-States
34,106742, HS-grad, White, Male,45, United-States
44,219288, 7th-8th, White, Male,35, United-States
43,174524, HS-grad, White, Male,40, United-States
44,335183, 12th, Black, Male,40, United-States
35,261293, Masters, White, Male,60, United-States
27,111900, Some-college, White, Male,40, United-States
43,194360, Masters, White, Male,38, United-States
20,81145, Some-college, White, Female,25, United-States
42,341204, Assoc-acdm, White, Female,40, United-States
27,249362, Some-college, White, Male,40, United-States
42,247019, HS-grad, Black, Male,40, United-States
20,114746, 11th, Asian-Pac-Islander, Female,40, South
24,172146, 9th, White, Male,40, United-States
48,110457, Some-college, White, Male,40, United-States
17,80077, 11th, White, Female,20, United-States
17,368700, 11th, White, Male,10, United-States
33,182556, Bachelors, White, Male,40, United-States
50,219420, HS-grad, White, Male,50, United-States
22,240817, HS-grad, White, Female,40, United-States
17,102726, 12th, White, Male,16, United-States
32,226267, Some-college, White, Male,40, Mexico
31,125457, HS-grad, White, Male,45, United-States
58,204021, HS-grad, White, Male,50, United-States
29,92262, HS-grad, White, Male,48, United-States
37,161141, Assoc-voc, White, Male,40, Portugal
34,190290, HS-grad, White, Male,40, United-States
23,430828, Some-college, Black, Male,40, United-States
18,59342, 11th, White, Female,5, United-States
34,136721, HS-grad, White, Female,40, United-States
66,149422, 7th-8th, White, Male,4, United-States
45,86644, Bachelors, White, Female,55, United-States
41,195124, Masters, White, Male,35, Dominican-Republic
26,167350, HS-grad, White, Male,30, United-States
54,113000, Some-college, White, Male,40, United-States
24,140027, Some-college, Black, Female,45, United-States
42,262425, Some-college, White, Male,50, United-States
20,316702, Some-college, White, Male,20, United-States
23,335453, Bachelors, White, Female,20, United-States
25,202480, Assoc-acdm, White, Male,45, United-States
35,203628, Masters, White, Male,60, United-States
31,118710, Masters, White, Male,40, United-States
30,189620, Bachelors, White, Female,40, Poland
19,475028, HS-grad, White, Female,20, United-States
36,110866, Bachelors, White, Male,50, United-States
31,243605, Bachelors, White, Female,40, Cuba
21,163870, Some-college, White, Male,30, United-States
31,80145, Some-college, White, Male,40, United-States
46,295566, Doctorate, White, Female,65, United-States
44,63042, Bachelors, White, Female,50, United-States
40,229148, 12th, Black, Male,40, Jamaica
45,242552, Some-college, Black, Male,40, United-States
60,177665, HS-grad, White, Male,35, United-States
18,208103, 11th, White, Male,25, United-States
28,296450, Bachelors, White, Male,40, United-States
36,70282, Some-college, Black, Female,40, United-States
36,271767, Bachelors, White, Male,40, NA
40,144995, Assoc-voc, White, Male,40, United-States
36,382635, Bachelors, White, Female,35, Honduras
31,295697, HS-grad, Black, Female,40, United-States
33,194141, HS-grad, White, Male,40, United-States
19,378418, HS-grad, White, Female,40, United-States
22,214399, Some-college, White, Female,15, United-States
34,217460, Bachelors, White, Male,45, United-States
33,182556, HS-grad, White, Male,40, United-States
41,125831, HS-grad, White, Male,60, United-States
29,271328, Bachelors, White, Male,40, United-States
50,50459, HS-grad, White, Male,42, United-States
42,162140, Bachelors, White, Male,45, United-States
43,177937, Bachelors, White, Male,40, NA
44,111502, HS-grad, White, Female,40, United-States
20,299047, Some-college, White, Female,20, United-States
31,223212, HS-grad, White, Male,40, Mexico
65,118474, 11th, White, Male,59, NA
23,352139, Some-college, White, Female,24, United-States
55,173093, Some-college, Asian-Pac-Islander, Female,40, United-States
26,181655, Assoc-voc, White, Male,45, United-States
25,332702, Assoc-voc, White, Female,15, United-States
45,51164, Some-college, Black, Female,40, United-States
35,234901, Some-college, White, Male,40, United-States
36,131414, Some-college, Black, Female,36, United-States
43,260960, Bachelors, White, Male,50, United-States
56,156052, HS-grad, Black, Female,20, United-States
42,279914, Bachelors, White, Male,40, United-States
19,192453, Some-college, White, Female,25, United-States
55,200939, HS-grad, White, Male,72, United-States
42,151408, Masters, White, Female,50, United-States
26,112847, Assoc-voc, White, Male,40, United-States
17,316929, 12th, White, Male,20, United-States
42,126319, Bachelors, White, Female,40, United-States
55,197422, HS-grad, White, Male,40, United-States
32,267736, Some-college, Black, Female,40, United-States
29,267034, 11th, Black, Male,40, Haiti
46,193047, Bachelors, White, Male,37, United-States
29,356089, Bachelors, White, Male,40, United-States
22,223515, Bachelors, White, Male,20, United-States
58,87510, 10th, White, Male,40, United-States
23,145111, HS-grad, White, Male,50, United-States
39,48093, HS-grad, White, Male,40, United-States
27,31757, Assoc-voc, White, Male,38, United-States
54,285854, HS-grad, White, Male,40, United-States
33,120064, Bachelors, White, Female,45, United-States
46,167381, HS-grad, White, Female,40, United-States
37,103408, HS-grad, Black, Male,40, United-States
36,101460, HS-grad, White, Female,18, United-States
59,420537, HS-grad, White, Female,38, United-States
34,119411, HS-grad, White, Male,40, Portugal
53,128272, Doctorate, White, Male,70, United-States
51,386773, Bachelors, White, Male,55, United-States
32,283268, 10th, White, Female,42, United-States
31,301526, Some-college, White, Male,40, United-States
22,151790, Some-college, White, Female,30, Germany
47,106252, Bachelors, White, Female,50, United-States
32,188557, HS-grad, White, Male,40, United-States
26,171114, Some-college, White, Female,38, United-States
37,327323, 5th-6th, White, Male,32, Guatemala
31,244147, HS-grad, White, Male,55, United-States
37,280282, Assoc-voc, White, Female,24, United-States
55,116442, HS-grad, White, Male,38, United-States
23,282579, Assoc-voc, White, Male,56, United-States
36,51838, Some-college, White, Female,40, United-States
34,73585, Masters, White, Male,40, NA
43,226902, Bachelors, White, Male,50, United-States
54,279129, Some-college, White, Male,40, United-States
43,146908, Some-college, White, Male,40, NA
28,196690, Assoc-voc, White, Female,42, United-States
40,130760, Assoc-voc, White, Male,50, United-States
41,49572, Some-college, White, Male,60, United-States
40,237601, Bachelors, Other, Female,55, United-States
42,169628, Some-college, Black, Female,38, United-States
61,36671, HS-grad, White, Male,50, United-States
18,231193, 12th, White, Male,30, United-States
59,192130, HS-grad, White, Male,16, United-States
21,149704, HS-grad, White, Female,40, United-States
48,102102, Assoc-voc, White, Male,50, United-States
41,32185, Bachelors, White, Male,40, United-States
18,196061, Some-college, White, Male,33, United-States
23,211046, HS-grad, White, Female,40, United-States
60,31577, HS-grad, White, Male,60, United-States
22,162343, Some-college, Black, Male,20, United-States
61,128831, HS-grad, White, Male,40, United-States
25,316688, HS-grad, Black, Male,40, United-States
46,90758, Masters, White, Male,35, United-States
43,274363, Bachelors, White, Male,40, England
43,154538, Assoc-acdm, White, Male,40, United-States
24,106085, HS-grad, Black, Male,30, United-States
68,315859, 11th, White, Male,20, United-States
31,51471, HS-grad, White, Female,38, United-States
17,193830, 11th, White, Female,20, United-States
32,231043, HS-grad, White, Male,48, United-States
50,23780, Masters, White, Male,40, United-States
33,169879, Bachelors, White, Male,47, United-States
64,270333, Bachelors, White, Male,40, United-States
20,138768, HS-grad, White, Male,30, United-States
30,191571, HS-grad, White, Female,36, United-States
22,219941, Some-college, Black, Male,40, United-States
43,94113, Some-college, White, Male,45, United-States
22,137510, Some-college, White, Male,40, United-States
17,32607, 10th, White, Male,20, United-States
47,93208, HS-grad, White, Female,75, Italy
41,254440, Assoc-voc, White, Female,60, United-States
56,186556, Some-college, White, Male,50, United-States
64,169871, HS-grad, White, Male,45, United-States
47,191277, HS-grad, White, Male,50, United-States
48,167159, Assoc-voc, White, Male,40, United-States
31,171871, Masters, White, Female,46, United-States
29,154411, Assoc-voc, White, Male,40, United-States
30,129227, HS-grad, White, Female,40, United-States
32,110331, HS-grad, White, Male,60, United-States
57,34269, HS-grad, White, Male,42, United-States
62,174355, HS-grad, White, Female,40, United-States
39,680390, HS-grad, White, Female,24, United-States
43,233130, Some-college, White, Male,25, United-States
24,165474, Bachelors, White, Male,40, United-States
42,257780, 11th, White, Male,15, United-States
53,194259, Some-college, White, Female,40, United-States
26,280093, Some-college, White, Male,40, United-States
73,177387, HS-grad, White, Male,40, United-States
72,28929, 11th, White, Female,24, United-States
55,105304, HS-grad, White, Male,40, United-States
25,499233, HS-grad, White, Male,40, United-States
41,180572, Bachelors, White, Female,50, United-States
24,321435, Bachelors, White, Male,50, United-States
63,86108, HS-grad, White, Male,6, United-States
17,198124, 11th, White, Male,20, United-States
35,135162, Some-college, White, Male,50, United-States
51,146813, Some-college, White, Male,40, United-States
62,291175, Bachelors, White, Female,48, United-States
55,387569, HS-grad, White, Male,40, United-States
43,102895, Some-college, White, Male,40, United-States
40,33274, HS-grad, White, Female,50, United-States
37,86551, Bachelors, White, Male,45, United-States
39,138192, Bachelors, White, Male,40, United-States
31,118966, HS-grad, White, Male,18, United-States
61,99784, Masters, White, Female,40, United-States
26,90980, Assoc-voc, White, Female,55, United-States
46,177407, HS-grad, White, Male,50, United-States
26,96467, Bachelors, White, Female,40, United-States
48,327886, Doctorate, White, Male,50, United-States
34,111567, HS-grad, White, Male,40, United-States
34,166545, HS-grad, White, Female,40, United-States
59,142182, HS-grad, White, Male,40, United-States
34,188798, Bachelors, White, Female,40, United-States
49,38563, Bachelors, White, Female,56, United-States
18,216284, 11th, White, Female,20, United-States
43,191547, HS-grad, White, Male,40, Mexico
48,285335, 11th, White, Male,50, United-States
28,142712, Some-college, White, Male,70, United-States
33,80945, HS-grad, White, Male,40, United-States
24,309055, Some-college, White, Female,15, United-States
21,62339, 10th, White, Male,40, United-States
17,368700, 11th, White, Male,28, United-States
39,176186, Some-college, White, Male,50, United-States
29,266855, Bachelors, White, Male,40, United-States
44,48087, Bachelors, White, Male,40, United-States
24,121313, Some-college, White, Male,50, United-States
